,Unnamed: 0,Subject,Trial Type,Run,Cued Composite,Uncued Composite,Cued Face,Cued Place,Uncued Face,Uncued Place,Memory Image,Category,Cued Side,Cued Category,Attention Reaction Time (s),Familiarity Reaction Time (s),Familiarity Rating,Attention Level,Cue Validity,Post Invalid Cue,Pre Invalid Cue,Attention Button,Rating History,Stimulus Onset,Stimulus End,Stimulus Start
0,10,KIRSTEN_LAST,Memory,0,,,,,,,sunaaxjpzcnxligjtjq.jpg,Place,,,,0.759,1.0,Full,,,,,,,1530913979.198223,1530913977.1398962
1,11,KIRSTEN_LAST,Memory,0,,,,,,,00529940519fa.jpg,,,,,0.489,2.0,Novel,,,,,,,1530913982.550306,1530913980.561356
2,12,KIRSTEN_LAST,Memory,0,,,,,,,00193940928fa.jpg,Face,,,,0.597,1.0,Side,,,,,,,1530913985.750612,1530913983.773252
3,13,KIRSTEN_LAST,Memory,0,,,,,,,00265940128fb.jpg,Face,,,,0.42200000000000004,4.0,Side,,,,,,,1530913988.9517288,1530913986.966156
4,14,KIRSTEN_LAST,Memory,0,,,,,,,00700941121fa.jpg,,,,,0.531,1.0,Novel,,,,,,,1530913992.153665,1530913990.173579
5,15,KIRSTEN_LAST,Memory,0,,,,,,,00970960627fa.jpg,Face,,,,1.504,2.0,None,,,,,,,1530913995.3530061,1530913993.36817
6,16,KIRSTEN_LAST,Memory,0,,,,,,,sunaavodbcpygkggnfp.jpg,,,,,1.431,3.0,Novel,,,,,,,1530913998.638185,1530913996.659769
7,17,KIRSTEN_LAST,Memory,0,,,,,,,00598941031fa.jpg,Face,,,,1.151,1.0,None,,,,,,,1530914001.855406,1530913999.873508
8,18,KIRSTEN_LAST,Memory,0,,,,,,,sunacxtcahkymosigud.jpg,Place,,,,0.535,2.0,Category,,,,,,,1530914005.073422,1530914003.09144
9,19,KIRSTEN_LAST,Memory,0,,,,,,,00130931230fa.jpg,Face,,,,0.956,3.0,Side,,,,,,,1530914008.275352,1530914006.288301
10,20,KIRSTEN_LAST,Memory,0,,,,,,,00779941205fa.jpg,,,,,1.155,3.0,Novel,,,,,,,1530914011.475747,1530914009.48963
11,21,KIRSTEN_LAST,Memory,0,,,,,,,sunaamvxnvouicstkjb.jpg,Place,,,,0.943,1.0,Full,,,,,,,1530914014.692919,1530914012.702508
12,22,KIRSTEN_LAST,Memory,0,,,,,,,sunaakgekhjklxmvulj.jpg,,,,,0.003,2.0,Novel,,,,,,,1530914017.912065,1530914015.918716
13,23,KIRSTEN_LAST,Memory,0,,,,,,,sunbasypfgzjtomktmu.jpg,Place,,,,0.688,4.0,Category,,,,,,,1530914021.111524,1530914019.125908
14,24,KIRSTEN_LAST,Memory,0,,,,,,,sunacbeefkxpymwevpk.jpg,,,,,0.823,2.0,Novel,,,,,,,1530914024.313504,1530914022.326947
15,25,KIRSTEN_LAST,Memory,0,,,,,,,sunagdzlvkqtpnfxfcg.jpg,,,,,1.071,3.0,Novel,,,,,,,1530914027.514757,1530914025.528176
16,26,KIRSTEN_LAST,Memory,0,,,,,,,00770941201fa.jpg,,,,,1.3159999999999998,1.0,Novel,,,,,,,1530914030.798801,1530914028.81761
17,27,KIRSTEN_LAST,Memory,0,,,,,,,00811960530fa.jpg,,,,,0.855,1.0,Novel,,,,,,,1530914034.032769,1530914032.045774
18,28,KIRSTEN_LAST,Memory,0,,,,,,,sunaakvmbftkrgqhjun.jpg,Place,,,,0.997,1.0,Category,,,,,,,1530914037.234228,1530914035.2555392
19,29,KIRSTEN_LAST,Memory,0,,,,,,,sunadsgmtznewzyasnk.jpg,,,,,1.004,3.0,Novel,,,,,,,1530914040.435071,1530914038.449318
20,30,KIRSTEN_LAST,Memory,0,,,,,,,00773941201fa.jpg,Face,,,,1.012,2.0,Side,,,,,,,1530914043.6526132,1530914041.659695
21,31,KIRSTEN_LAST,Memory,0,,,,,,,sunaampvucecsfbdafn.jpg,,,,,1.181,3.0,Novel,,,,,,,1530914046.853736,1530914044.874562
22,32,KIRSTEN_LAST,Memory,0,,,,,,,00071941031fa.jpg,Face,,,,1.0390000000000001,2.0,Side,,,,,,,1530914050.055134,1530914048.068213
23,33,KIRSTEN_LAST,Memory,0,,,,,,,sunafvcflzhlqloapyo.jpg,Place,,,,1.089,4.0,Full,,,,,,,1530914053.25596,1530914051.2693
24,34,KIRSTEN_LAST,Memory,0,,,,,,,sunaaexqbtdswxrqjvz.jpg,Place,,,,0.8340000000000001,4.0,Full,,,,,,,1530914056.4729881,1530914054.490311
25,35,KIRSTEN_LAST,Memory,0,,,,,,,00127931230fa.jpg,,,,,1.217,2.0,Novel,,,,,,,1530914059.7582018,1530914057.7767448
26,36,KIRSTEN_LAST,Memory,0,,,,,,,00119931230fb.jpg,Face,,,,1.022,1.0,None,,,,,,,1530914062.959579,1530914060.972816
27,37,KIRSTEN_LAST,Memory,0,,,,,,,sunahedfrhtcwpneund.jpg,,,,,0.805,1.0,Novel,,,,,,,1530914066.159837,1530914064.174053
28,38,KIRSTEN_LAST,Memory,0,,,,,,,00111931230fb.jpg,,,,,0.636,2.0,Novel,,,,,,,1530914069.378107,1530914067.394393
29,39,KIRSTEN_LAST,Memory,0,,,,,,,sunagtumacdlmciqamz.jpg,,,,,0.455,1.0,Novel,,,,,,,1530914072.5790641,1530914070.592241
30,40,KIRSTEN_LAST,Memory,0,,,,,,,sunaivflshbyfrfzhqb.jpg,Place,,,,1.611,3.0,Category,,,,,,,1530914075.92922,1530914073.937643
31,41,KIRSTEN_LAST,Memory,0,,,,,,,sunabkmdplkdbvxriff.jpg,Place,,,,1.358,4.0,Full,,,,,,,1530914079.1473892,1530914077.159038
32,42,KIRSTEN_LAST,Memory,0,,,,,,,sunafvsxtzaizojicxx.jpg,,,,,1.8880000000000001,2.0,Novel,,,,,,,1530914082.3486938,1530914080.364448
33,43,KIRSTEN_LAST,Memory,0,,,,,,,00851940307fa.jpg,Face,,,,1.238,1.0,None,,,,,,,1530914085.549792,1530914083.5642881
34,44,KIRSTEN_LAST,Memory,0,,,,,,,sunabckqabszusgcykj.jpg,Place,,,,1.2819999999999998,4.0,Category,,,,,,,1530914088.767932,1530914086.786579
35,45,KIRSTEN_LAST,Memory,0,,,,,,,00227940128fa.jpg,Face,,,,0.003,3.0,None,,,,,,,1530914091.969311,1530914089.98161
36,46,KIRSTEN_LAST,Memory,0,,,,,,,00773960620fa.jpg,,,,,0.722,2.0,Novel,,,,,,,1530914095.1691802,1530914093.182411
37,47,KIRSTEN_LAST,Memory,0,,,,,,,00163931230fb.jpg,,,,,0.746,1.0,Novel,,,,,,,1530914098.3703449,1530914096.393023
38,48,KIRSTEN_LAST,Memory,0,,,,,,,00795941205fa.jpg,,,,,0.49,1.0,Novel,,,,,,,1530914101.571455,1530914099.584184
39,49,KIRSTEN_LAST,Memory,0,,,,,,,sunaflojskatpeqyzqp.jpg,,,,,0.37200000000000005,2.0,Novel,,,,,,,1530914104.772862,1530914102.785769
40,60,KIRSTEN_LAST,Memory,1,,,,,,,00942960627fa.jpg,Face,,,,1.179,3.0,Full,,,,,,,1530914169.610218,1530914167.574003
41,61,KIRSTEN_LAST,Memory,1,,,,,,,00839940307fa.jpg,,,,,1.954,3.0,Novel,,,,,,,1530914172.828414,1530914170.844491
42,62,KIRSTEN_LAST,Memory,1,,,,,,,00859940307fa.jpg,Face,,,,1.671,2.0,Category,,,,,,,1530914176.028418,1530914174.044465
43,63,KIRSTEN_LAST,Memory,1,,,,,,,sunaakjaacuzulqckgl.jpg,Place,,,,0.0,,Side,,,,,,,1530914179.246453,1530914177.264197
44,64,KIRSTEN_LAST,Memory,1,,,,,,,sunagjeesomrwjsfqie.jpg,,,,,0.003,1.0,Novel,,,,,,,1530914182.481075,1530914180.494587
45,65,KIRSTEN_LAST,Memory,1,,,,,,,sunaemcowdozyphwknd.jpg,Place,,,,0.938,2.0,Side,,,,,,,1530914185.681937,1530914183.695346
46,66,KIRSTEN_LAST,Memory,1,,,,,,,00936960627fa.jpg,,,,,1.4680000000000002,3.0,Novel,,,,,,,1530914189.0171,1530914187.0343142
47,67,KIRSTEN_LAST,Memory,1,,,,,,,sunaaelotvjgibjtjhs.jpg,,,,,1.169,2.0,Novel,,,,,,,1530914192.21743,1530914190.233908
48,68,KIRSTEN_LAST,Memory,1,,,,,,,sunaeoghzrjarigmwua.jpg,,,,,1.8559999999999999,3.0,Novel,,,,,,,1530914195.41776,1530914193.43224
49,69,KIRSTEN_LAST,Memory,1,,,,,,,00743941201fa.jpg,,,,,1.506,4.0,Novel,,,,,,,1530914198.619822,1530914196.632626
50,70,KIRSTEN_LAST,Memory,1,,,,,,,sunaizeyhvjzknwjudw.jpg,,,,,1.462,3.0,Novel,,,,,,,1530914201.836994,1530914199.84394
51,71,KIRSTEN_LAST,Memory,1,,,,,,,00663941121fa.jpg,Face,,,,1.222,2.0,Full,,,,,,,1530914205.038938,1530914203.051069
52,72,KIRSTEN_LAST,Memory,1,,,,,,,sunabwjvmoaddlyxfjr.jpg,,,,,1.5090000000000001,3.0,Novel,,,,,,,1530914208.256349,1530914206.2661722
53,73,KIRSTEN_LAST,Memory,1,,,,,,,00574940928fa.jpg,Face,,,,1.732,3.0,Category,,,,,,,1530914211.456395,1530914209.476979
54,74,KIRSTEN_LAST,Memory,1,,,,,,,sunapqwoeotxshkukbh.jpg,Place,,,,0.96,2.0,None,,,,,,,1530914214.674717,1530914212.6829462
55,75,KIRSTEN_LAST,Memory,1,,,,,,,sunaajqmsaavkmgbsth.jpg,Place,,,,1.074,1.0,Side,,,,,,,1530914217.942717,1530914215.95411
56,76,KIRSTEN_LAST,Memory,1,,,,,,,sunadnjjzohjhbohlwq.jpg,Place,,,,1.1909999999999998,3.0,Side,,,,,,,1530914221.159875,1530914219.1717439
57,77,KIRSTEN_LAST,Memory,1,,,,,,,sunbxarcshsnqsefemx.jpg,,,,,1.271,1.0,Novel,,,,,,,1530914224.3612359,1530914222.375624
58,78,KIRSTEN_LAST,Memory,1,,,,,,,00953960627fa.jpg,Face,,,,1.456,1.0,Category,,,,,,,1530914227.5630322,1530914225.575801
59,79,KIRSTEN_LAST,Memory,1,,,,,,,00620940928fa.jpg,,,,,0.875,1.0,Novel,,,,,,,1530914230.862513,1530914228.872719
60,80,KIRSTEN_LAST,Memory,1,,,,,,,sunbpflsdaxnddnwcqi.jpg,Place,,,,0.958,1.0,None,,,,,,,1530914234.1144052,1530914232.125475
61,81,KIRSTEN_LAST,Memory,1,,,,,,,00783941205fa.jpg,,,,,1.6540000000000001,3.0,Novel,,,,,,,1530914237.315632,1530914235.330359
62,82,KIRSTEN_LAST,Memory,1,,,,,,,00101931230fb.jpg,Face,,,,0.956,2.0,Full,,,,,,,1530914240.566114,1530914238.578266
63,83,KIRSTEN_LAST,Memory,1,,,,,,,00062931230fb.jpg,,,,,1.005,2.0,Novel,,,,,,,1530914243.784259,1530914241.79825
64,84,KIRSTEN_LAST,Memory,1,,,,,,,sunacvbrcejzwmcgnoq.jpg,Place,,,,1.055,3.0,None,,,,,,,1530914246.985183,1530914244.998812
65,85,KIRSTEN_LAST,Memory,1,,,,,,,01007960627fa.jpg,,,,,1.3319999999999999,3.0,Novel,,,,,,,1530914250.252653,1530914248.273425
66,86,KIRSTEN_LAST,Memory,1,,,,,,,sunacypmnujalygkunp.jpg,,,,,1.189,2.0,Novel,,,,,,,1530914253.470721,1530914251.484544
67,87,KIRSTEN_LAST,Memory,1,,,,,,,sunaiycurtqsfkvcaso.jpg,Place,,,,1.329,3.0,None,,,,,,,1530914256.671664,1530914254.694229
68,88,KIRSTEN_LAST,Memory,1,,,,,,,00741941201fa.jpg,Face,,,,0.8290000000000001,1.0,Full,,,,,,,1530914259.872255,1530914257.896384
69,89,KIRSTEN_LAST,Memory,1,,,,,,,sunaipyohrqlwngaqif.jpg,,,,,1.689,2.0,Novel,,,,,,,1530914263.074142,1530914261.0872731
70,90,KIRSTEN_LAST,Memory,1,,,,,,,00648941031fa.jpg,,,,,0.67,1.0,Novel,,,,,,,1530914266.274298,1530914264.289399
71,91,KIRSTEN_LAST,Memory,1,,,,,,,sunatstrpjxhvtbaczf.jpg,Place,,,,0.738,1.0,None,,,,,,,1530914269.4753711,1530914267.49019
72,92,KIRSTEN_LAST,Memory,1,,,,,,,00112931230fa.jpg,Face,,,,0.672,1.0,Full,,,,,,,1530914272.676759,1530914270.690542
73,93,KIRSTEN_LAST,Memory,1,,,,,,,00313940422fa.jpg,,,,,0.685,1.0,Novel,,,,,,,1530914275.89468,1530914273.911148
74,94,KIRSTEN_LAST,Memory,1,,,,,,,sunadfndyrtqqiasoig.jpg,,,,,0.637,1.0,Novel,,,,,,,1530914279.0959618,1530914277.110909
75,95,KIRSTEN_LAST,Memory,1,,,,,,,00860940307fa.jpg,,,,,0.705,1.0,Novel,,,,,,,1530914282.297149,1530914280.310348
76,96,KIRSTEN_LAST,Memory,1,,,,,,,00990960627fa.jpg,Face,,,,0.455,1.0,Category,,,,,,,1530914285.497392,1530914283.511529
77,97,KIRSTEN_LAST,Memory,1,,,,,,,sunarfdklgdnjgeqfjg.jpg,Place,,,,0.8059999999999999,1.0,Side,,,,,,,1530914288.6985939,1530914286.711911
78,98,KIRSTEN_LAST,Memory,1,,,,,,,00926960627Fa.jpg,Face,,,,0.5720000000000001,2.0,Category,,,,,,,1530914291.899666,1530914289.912666
79,99,KIRSTEN_LAST,Memory,1,,,,,,,sunaqgjuuwvdcyiccjt.jpg,,,,,1.58,3.0,Novel,,,,,,,1530914295.0998971,1530914293.121995
80,110,KIRSTEN_LAST,Memory,2,,,,,,,sunaafbmtoniaasysgu.jpg,Place,,,,1.571,3.0,Full,,,,,,,1530914350.334597,1530914348.291747
81,111,KIRSTEN_LAST,Memory,2,,,,,,,sunaakxjfbrrequcjmx.jpg,Place,,,,0.9940000000000001,1.0,Category,,,,,,,1530914353.552993,1530914351.561445
82,112,KIRSTEN_LAST,Memory,2,,,,,,,sunafhmnhsdurlvddpw.jpg,,,,,1.474,2.0,Novel,,,,,,,1530914356.7701788,1530914354.782208
83,113,KIRSTEN_LAST,Memory,2,,,,,,,00209940128fb.jpg,,,,,0.951,1.0,Novel,,,,,,,1530914359.988456,1530914358.00632
84,114,KIRSTEN_LAST,Memory,2,,,,,,,00816941205fa.jpg,,,,,1.172,2.0,Novel,,,,,,,1530914363.189467,1530914361.202852
85,115,KIRSTEN_LAST,Memory,2,,,,,,,sunbwyuesflwdpqtgoy.jpg,Place,,,,0.0,,Category,,,,,,,1530914366.5227711,1530914364.530199
86,116,KIRSTEN_LAST,Memory,2,,,,,,,suncnkvbhypnivcohyx.jpg,Place,,,,0.003,1.0,Full,,,,,,,1530914369.723968,1530914367.738652
87,117,KIRSTEN_LAST,Memory,2,,,,,,,sunaahzooisqkwlxwoz.jpg,Place,,,,0.003,3.0,Full,,,,,,,1530914372.925951,1530914370.947536
88,118,KIRSTEN_LAST,Memory,2,,,,,,,sunaawqdbpihmlbwyyn.jpg,Place,,,,0.805,1.0,Category,,,,,,,1530914376.1270301,1530914374.1405609
89,119,KIRSTEN_LAST,Memory,2,,,,,,,00797960620fa.jpg,,,,,0.643,1.0,Novel,,,,,,,1530914379.345227,1530914377.353685
90,120,KIRSTEN_LAST,Memory,2,,,,,,,00308940422fb.jpg,,,,,0.759,1.0,Novel,,,,,,,1530914382.562562,1530914380.571667
91,121,KIRSTEN_LAST,Memory,2,,,,,,,00753941201fa.jpg,,,,,0.754,1.0,Novel,,,,,,,1530914385.763641,1530914383.778074
92,122,KIRSTEN_LAST,Memory,2,,,,,,,00804960530fa.jpg,Face,,,,0.754,1.0,Side,,,,,,,1530914388.964066,1530914386.979276
93,123,KIRSTEN_LAST,Memory,2,,,,,,,sunabwfvcqqidycwypa.jpg,,,,,0.855,1.0,Novel,,,,,,,1530914392.16594,1530914390.1785939
94,124,KIRSTEN_LAST,Memory,2,,,,,,,sunaknlirqjqiwbbeeg.jpg,Place,,,,1.305,3.0,Full,,,,,,,1530914395.367027,1530914393.380701
95,125,KIRSTEN_LAST,Memory,2,,,,,,,sunafgzgbisbopcyslr.jpg,,,,,1.273,1.0,Novel,,,,,,,1530914398.56824,1530914396.580751
96,126,KIRSTEN_LAST,Memory,2,,,,,,,00092931230fa.jpg,Face,,,,1.102,2.0,None,,,,,,,1530914401.7853858,1530914399.802107
97,127,KIRSTEN_LAST,Memory,2,,,,,,,sunaatjesvdupctftmn.jpg,Place,,,,0.9590000000000001,4.0,Category,,,,,,,1530914405.003035,1530914403.013159
98,128,KIRSTEN_LAST,Memory,2,,,,,,,sunafcofuuzebuadceo.jpg,,,,,0.924,3.0,Novel,,,,,,,1530914408.2207391,1530914406.232419
99,129,KIRSTEN_LAST,Memory,2,,,,,,,01005960627fa.jpg,Face,,,,1.3969999999999998,2.0,None,,,,,,,1530914411.4551198,1530914409.476857
100,130,KIRSTEN_LAST,Memory,2,,,,,,,00122931230fa.jpg,Face,,,,1.429,1.0,None,,,,,,,1530914414.672457,1530914412.680326
101,131,KIRSTEN_LAST,Memory,2,,,,,,,00245940128fa.jpg,,,,,0.905,1.0,Novel,,,,,,,1530914417.873585,1530914415.8871222
102,132,KIRSTEN_LAST,Memory,2,,,,,,,sunabaergayifsgacxt.jpg,,,,,1.202,1.0,Novel,,,,,,,1530914421.2084289,1530914419.225767
103,133,KIRSTEN_LAST,Memory,2,,,,,,,sunagwswhkvnsmuszlz.jpg,Place,,,,1.015,1.0,Full,,,,,,,1530914424.408867,1530914422.430167
104,134,KIRSTEN_LAST,Memory,2,,,,,,,01010960627fa.jpg,Face,,,,1.216,1.0,Side,,,,,,,1530914427.743905,1530914425.763263
105,135,KIRSTEN_LAST,Memory,2,,,,,,,00882960530fa.jpg,Face,,,,0.997,3.0,Side,,,,,,,1530914430.944012,1530914428.9660392
106,136,KIRSTEN_LAST,Memory,2,,,,,,,sunagufzbeteqdjxais.jpg,,,,,1.742,3.0,Novel,,,,,,,1530914434.1624491,1530914432.17273
107,137,KIRSTEN_LAST,Memory,2,,,,,,,sunahmhrncocyhsjpxk.jpg,,,,,1.406,2.0,Novel,,,,,,,1530914437.36359,1530914435.376532
108,138,KIRSTEN_LAST,Memory,2,,,,,,,sunaaheqzstzxuadglu.jpg,Place,,,,0.975,4.0,Category,,,,,,,1530914440.580547,1530914438.592351
109,139,KIRSTEN_LAST,Memory,2,,,,,,,00073931230fa.jpg,Face,,,,1.339,1.0,Side,,,,,,,1530914443.781726,1530914441.794875
110,140,KIRSTEN_LAST,Memory,2,,,,,,,00185940422fb.jpg,Face,,,,0.955,2.0,None,,,,,,,1530914446.9829972,1530914444.996595
111,141,KIRSTEN_LAST,Memory,2,,,,,,,00762941201fa.jpg,,,,,1.222,3.0,Novel,,,,,,,1530914450.18326,1530914448.198399
112,142,KIRSTEN_LAST,Memory,2,,,,,,,sunahgtbwgsmtqeodwh.jpg,,,,,1.9269999999999998,2.0,Novel,,,,,,,1530914453.5354471,1530914451.5440712
113,143,KIRSTEN_LAST,Memory,2,,,,,,,sunabrlndkruqokhury.jpg,,,,,1.42,2.0,Novel,,,,,,,1530914456.8854651,1530914454.900773
114,144,KIRSTEN_LAST,Memory,2,,,,,,,00812941205fa.jpg,,,,,1.005,1.0,Novel,,,,,,,1530914460.0867689,1530914458.1018538
115,145,KIRSTEN_LAST,Memory,2,,,,,,,00763941205fa.jpg,,,,,0.873,1.0,Novel,,,,,,,1530914463.2886212,1530914461.301944
116,146,KIRSTEN_LAST,Memory,2,,,,,,,00145931230fb.jpg,Face,,,,0.9059999999999999,1.0,None,,,,,,,1530914466.489067,1530914464.502455
117,147,KIRSTEN_LAST,Memory,2,,,,,,,00294940422fb.jpg,,,,,0.821,1.0,Novel,,,,,,,1530914469.691057,1530914467.704366
118,148,KIRSTEN_LAST,Memory,2,,,,,,,00095931230fa.jpg,Face,,,,0.789,1.0,Side,,,,,,,1530914472.891442,1530914470.904874
119,149,KIRSTEN_LAST,Memory,2,,,,,,,sunabeyhmxodahoieyk.jpg,,,,,0.9590000000000001,4.0,Novel,,,,,,,1530914476.108521,1530914474.119087
120,160,KIRSTEN_LAST,Memory,3,,,,,,,00481940519fa.jpg,,,,,1.33,3.0,Novel,,,,,,,1530914541.2469552,1530914539.209991
121,161,KIRSTEN_LAST,Memory,3,,,,,,,sunaptrqvaooxfvktvw.jpg,,,,,1.484,3.0,Novel,,,,,,,1530914544.531191,1530914542.549412
122,162,KIRSTEN_LAST,Memory,3,,,,,,,sunbagfpovqwbuexqdn.jpg,,,,,1.091,3.0,Novel,,,,,,,1530914547.7494519,1530914545.759808
123,163,KIRSTEN_LAST,Memory,3,,,,,,,00967960627fa.jpg,,,,,1.645,1.0,Novel,,,,,,,1530914550.949519,1530914548.974189
124,164,KIRSTEN_LAST,Memory,3,,,,,,,sunanainkqdvktzoxyl.jpg,,,,,1.179,3.0,Novel,,,,,,,1530914554.150644,1530914552.1742089
125,165,KIRSTEN_LAST,Memory,3,,,,,,,sunaakxgygjfqrzpyoz.jpg,,,,,0.924,2.0,Novel,,,,,,,1530914557.369709,1530914555.380729
126,166,KIRSTEN_LAST,Memory,3,,,,,,,00210940128fb.jpg,Face,,,,1.047,1.0,Side,,,,,,,1530914560.703026,1530914558.7248561
127,167,KIRSTEN_LAST,Memory,3,,,,,,,sunabueyoajufbkraki.jpg,,,,,1.411,1.0,Novel,,,,,,,1530914563.921149,1530914561.928428
128,168,KIRSTEN_LAST,Memory,3,,,,,,,sunadrmfzmstgdjdcod.jpg,,,,,1.155,1.0,Novel,,,,,,,1530914567.1223269,1530914565.135733
129,169,KIRSTEN_LAST,Memory,3,,,,,,,sunbwdrdvsweerwsdrj.jpg,Place,,,,1.276,3.0,Full,,,,,,,1530914570.3396368,1530914568.349031
130,170,KIRSTEN_LAST,Memory,3,,,,,,,00776941205fa.jpg,Face,,,,0.907,1.0,None,,,,,,,1530914573.5406141,1530914571.552639
131,171,KIRSTEN_LAST,Memory,3,,,,,,,sunaaeowapdkwzqpgqr.jpg,Place,,,,0.904,1.0,Category,,,,,,,1530914576.8418,1530914574.856739
132,172,KIRSTEN_LAST,Memory,3,,,,,,,00540940519fa.jpg,Face,,,,0.937,1.0,Side,,,,,,,1530914580.042952,1530914578.0578651
133,173,KIRSTEN_LAST,Memory,3,,,,,,,sunacycdoztxoluxjyk.jpg,Place,,,,1.036,2.0,Category,,,,,,,1530914583.260324,1530914581.276543
134,174,KIRSTEN_LAST,Memory,3,,,,,,,00694941121fa.jpg,,,,,1.511,3.0,Novel,,,,,,,1530914586.4783869,1530914584.485922
135,175,KIRSTEN_LAST,Memory,3,,,,,,,00120931230fa.jpg,,,,,0.9890000000000001,1.0,Novel,,,,,,,1530914589.6786711,1530914587.692455
136,176,KIRSTEN_LAST,Memory,3,,,,,,,00957960627fa.jpg,Face,,,,0.003,2.0,None,,,,,,,1530914592.896675,1530914590.906051
137,177,KIRSTEN_LAST,Memory,3,,,,,,,00306940422fa.jpg,,,,,1.321,3.0,Novel,,,,,,,1530914596.096987,1530914594.112242
138,178,KIRSTEN_LAST,Memory,3,,,,,,,00836940307fa.jpg,,,,,0.8240000000000001,1.0,Novel,,,,,,,1530914599.31584,1530914597.3275552
139,179,KIRSTEN_LAST,Memory,3,,,,,,,sunaeuvjbmdpknaqqaj.jpg,Place,,,,0.8270000000000001,2.0,Full,,,,,,,1530914602.533317,1530914600.540785
