,Unnamed: 0,Subject,Trial Type,Run,Cued Composite,Uncued Composite,Cued Face,Cued Place,Uncued Face,Uncued Place,Memory Image,Category,Cued Side,Cued Category,Attention Reaction Time (s),Familiarity Reaction Time (s),Familiarity Rating,Attention Level,Cue Validity,Post Invalid Cue,Pre Invalid Cue,Attention Button,Rating History,Stimulus Onset,Stimulus End,Stimulus Start
286,6,KIRSTEN_LAST,Presentation,0,00985960627fa_sunbgklxeqjhdbyfhhy.jpg,00119931230fb_sunaakvmbftkrgqhjun.jpg,00985960627fa.jpg,sunbgklxeqjhdbyfhhy.jpg,00119931230fb.jpg,sunaakvmbftkrgqhjun.jpg,,,>,Place,0.3126530647277832,,,,1.0,,,3.0,,,1530913958.991889,1530913956.0110538
287,7,KIRSTEN_LAST,Presentation,0,00191940128fb_sunaawsdjisukbbginm.jpg,00089931230fa_sunaagcpoejbuzyvddd.jpg,00191940128fb.jpg,sunaawsdjisukbbginm.jpg,00089931230fa.jpg,sunaagcpoejbuzyvddd.jpg,,,>,Place,0.44682812690734863,,,,1.0,,,3.0,,,1530913963.5104089,1530913960.527801
288,8,KIRSTEN_LAST,Presentation,0,00130931230fa_sunaamvxnvouicstkjb.jpg,00227940128fa_sunabckqabszusgcykj.jpg,00130931230fa.jpg,sunaamvxnvouicstkjb.jpg,00227940128fa.jpg,sunabckqabszusgcykj.jpg,,,>,Place,0.3463430404663086,,,,0.0,,,3.0,,,1530913968.162443,1530913965.1765
289,9,KIRSTEN_LAST,Presentation,0,00838940307fa_sunaiozxhxgtfrmoagh.jpg,00081941031fa_sunaaftlyfudyzuhqzf.jpg,00838940307fa.jpg,sunaiozxhxgtfrmoagh.jpg,00081941031fa.jpg,sunaaftlyfudyzuhqzf.jpg,,,>,Place,0.3802049160003662,,,,1.0,,,3.0,,,1530913972.696898,1530913969.717076
290,50,KIRSTEN_LAST,Presentation,1,00142931230fb_sunaapxkpvrhpjplsok.jpg,00926960627Fa_sunapqwoeotxshkukbh.jpg,00142931230fb.jpg,sunaapxkpvrhpjplsok.jpg,00926960627Fa.jpg,sunapqwoeotxshkukbh.jpg,,,<,Face,0.3635108470916748,,,,1.0,,,1.0,,,1530914121.5946789,1530914118.544238
291,51,KIRSTEN_LAST,Presentation,1,00942960627fa_sunarfdklgdnjgeqfjg.jpg,00943960627fa_sunarpsxqkduedrrzyi.jpg,00942960627fa.jpg,sunarfdklgdnjgeqfjg.jpg,00943960627fa.jpg,sunarpsxqkduedrrzyi.jpg,,,<,Face,0.34702205657958984,,,,1.0,,,1.0,,,1530914126.145068,1530914123.1669722
292,52,KIRSTEN_LAST,Presentation,1,00741941201fa_sunaemcowdozyphwknd.jpg,00479940519fa_sunabxsbfwjccqxxzxq.jpg,00741941201fa.jpg,sunaemcowdozyphwknd.jpg,00479940519fa.jpg,sunabxsbfwjccqxxzxq.jpg,,,<,Face,0.3141148090362549,,,,1.0,,,1.0,,,1530914130.713298,1530914127.737992
293,53,KIRSTEN_LAST,Presentation,1,00101931230fb_sunaajqmsaavkmgbsth.jpg,00990960627fa_sunbpflsdaxnddnwcqi.jpg,00101931230fb.jpg,sunaajqmsaavkmgbsth.jpg,00990960627fa.jpg,sunbpflsdaxnddnwcqi.jpg,,,<,Face,0.5806968212127686,,,,1.0,,,1.0,,,1530914135.232384,1530914132.243932
294,54,KIRSTEN_LAST,Presentation,1,00112931230fa_sunaakjaacuzulqckgl.jpg,00919960620fa_sunapmfmzadmosuogaz.jpg,00112931230fa.jpg,sunaakjaacuzulqckgl.jpg,00919960620fa.jpg,sunapmfmzadmosuogaz.jpg,,,<,Face,0.4638781547546386,,,,1.0,,,1.0,,,1530914140.016625,1530914137.030374
295,55,KIRSTEN_LAST,Presentation,1,00076931230fa_sunaafewhewbxmjiurz.jpg,00925960627fa_sunapqwnqzxlsfvgsjm.jpg,00076931230fa.jpg,sunaafewhewbxmjiurz.jpg,00925960627fa.jpg,sunapqwnqzxlsfvgsjm.jpg,,,<,Face,0.796875,,,,1.0,,,1.0,,,1530914144.6859279,1530914141.697842
296,56,KIRSTEN_LAST,Presentation,1,00663941121fa_sunadnjjzohjhbohlwq.jpg,00859940307fa_sunaiycurtqsfkvcaso.jpg,00663941121fa.jpg,sunadnjjzohjhbohlwq.jpg,00859940307fa.jpg,sunaiycurtqsfkvcaso.jpg,,,<,Face,0.8462488651275635,,,,0.0,,,3.0,,,1530914149.670904,1530914146.6940188
297,57,KIRSTEN_LAST,Presentation,1,00239940128fa_sunabctlikybqabezjv.jpg,00574940928fa_sunacvbrcejzwmcgnoq.jpg,00239940128fa.jpg,sunabctlikybqabezjv.jpg,00574940928fa.jpg,sunacvbrcejzwmcgnoq.jpg,,,<,Face,0.3805210590362549,,,,1.0,,,1.0,,,1530914154.705347,1530914151.72773
298,58,KIRSTEN_LAST,Presentation,1,00676941121fa_sunadpnqovzckyikrjo.jpg,00953960627fa_sunatstrpjxhvtbaczf.jpg,00676941121fa.jpg,sunadpnqovzckyikrjo.jpg,00953960627fa.jpg,sunatstrpjxhvtbaczf.jpg,,,<,Face,0.3296241760253906,,,,1.0,,,1.0,,,1530914159.289834,1530914156.309906
299,59,KIRSTEN_LAST,Presentation,1,00132931230fb_sunaanjcbzdvtvblsdy.jpg,00784941205fb_sunagjzcrjvmxzqzljx.jpg,00132931230fb.jpg,sunaanjcbzdvtvblsdy.jpg,00784941205fb.jpg,sunagjzcrjvmxzqzljx.jpg,,,<,Face,0.3628690242767334,,,,1.0,,,1.0,,,1530914163.808716,1530914160.826943
300,100,KIRSTEN_LAST,Presentation,2,00835940307fa_sunaijsqpvodplbwxkf.jpg,00092931230fa_sunaaheqzstzxuadglu.jpg,00835940307fa.jpg,sunaijsqpvodplbwxkf.jpg,00092931230fa.jpg,sunaaheqzstzxuadglu.jpg,,,>,Place,0.5474190711975098,,,,1.0,,,3.0,,,1530914303.5873199,1530914300.536784
301,101,KIRSTEN_LAST,Presentation,2,00804960530fa_sunagwswhkvnsmuszlz.jpg,00158931230fb_sunaavchcbptaerhcfy.jpg,00804960530fa.jpg,sunagwswhkvnsmuszlz.jpg,00158931230fb.jpg,sunaavchcbptaerhcfy.jpg,,,>,Place,0.3454618453979492,,,,1.0,,,3.0,,,1530914308.388366,1530914305.408591
302,102,KIRSTEN_LAST,Presentation,2,00882960530fa_sunaknlirqjqiwbbeeg.jpg,00805941205fa_sunagwzdbtlixdhgolm.jpg,00882960530fa.jpg,sunaknlirqjqiwbbeeg.jpg,00805941205fa.jpg,sunagwzdbtlixdhgolm.jpg,,,>,Place,0.3795888423919678,,,,1.0,,,3.0,,,1530914312.939787,1530914309.954525
303,103,KIRSTEN_LAST,Presentation,2,00095931230fa_sunaahzooisqkwlxwoz.jpg,00185940422fb_sunaawqdbpihmlbwyyn.jpg,00095931230fa.jpg,sunaahzooisqkwlxwoz.jpg,00185940422fb.jpg,sunaawqdbpihmlbwyyn.jpg,,,>,Place,0.2671759128570557,,,,1.0,,,3.0,,,1530914317.5083401,1530914314.527798
304,104,KIRSTEN_LAST,Presentation,2,00571940928fa_sunacuatpqpqhyjhjqk.jpg,00260940128fa_sunabgfhvifeijihhjw.jpg,00571940928fa.jpg,sunacuatpqpqhyjhjqk.jpg,00260940128fa.jpg,sunabgfhvifeijihhjw.jpg,,,>,Place,0.3312320709228516,,,,0.0,,,3.0,,,1530914321.97525,1530914318.995576
305,105,KIRSTEN_LAST,Presentation,2,01010960627fa_suncnkvbhypnivcohyx.jpg,00122931230fa_sunaakxjfbrrequcjmx.jpg,01010960627fa.jpg,suncnkvbhypnivcohyx.jpg,00122931230fa.jpg,sunaakxjfbrrequcjmx.jpg,,,>,Place,0.3473360538482666,,,,1.0,,,3.0,,,1530914326.493386,1530914323.5171778
306,106,KIRSTEN_LAST,Presentation,2,00827940307fa_sunahtfxgsrmkiulnwk.jpg,00145931230fb_sunaatjesvdupctftmn.jpg,00827940307fa.jpg,sunahtfxgsrmkiulnwk.jpg,00145931230fb.jpg,sunaatjesvdupctftmn.jpg,,,>,Place,0.3141648769378662,,,,1.0,,,3.0,,,1530914331.0447528,1530914328.061013
307,107,KIRSTEN_LAST,Presentation,2,00305940422fa_sunabtrnbvpppgczjim.jpg,00929960627fa_sunaprnrbmgkomdbchr.jpg,00305940422fa.jpg,sunabtrnbvpppgczjim.jpg,00929960627fa.jpg,sunaprnrbmgkomdbchr.jpg,,,>,Place,0.2964048385620117,,,,1.0,,,3.0,,,1530914335.5638368,1530914332.5819
308,108,KIRSTEN_LAST,Presentation,2,00771941205fa_sunafowswglhxcsufpo.jpg,01005960627fa_sunbwyuesflwdpqtgoy.jpg,00771941205fa.jpg,sunafowswglhxcsufpo.jpg,01005960627fa.jpg,sunbwyuesflwdpqtgoy.jpg,,,>,Place,0.26623106002807617,,,,1.0,,,3.0,,,1530914340.048242,1530914337.071772
309,109,KIRSTEN_LAST,Presentation,2,00073931230fa_sunaafbmtoniaasysgu.jpg,00235940128fb_sunabclssnoeuigtawp.jpg,00073931230fa.jpg,sunaafbmtoniaasysgu.jpg,00235940128fb.jpg,sunabclssnoeuigtawp.jpg,,,>,Place,0.3805410861968994,,,,1.0,,,3.0,,,1530914344.499447,1530914341.5236301
310,150,KIRSTEN_LAST,Presentation,3,00540940519fa_sunacdnquypmsshhsbk.jpg,00554940519fa_sunacfdkbsrughwqwtt.jpg,00540940519fa.jpg,sunacdnquypmsshhsbk.jpg,00554940519fa.jpg,sunacfdkbsrughwqwtt.jpg,,,<,Place,1.7142457962036133,,,,1.0,,,1.0,,,1530914491.0472,1530914488.0047839
311,151,KIRSTEN_LAST,Presentation,3,00892960530fa_sunalntxqqadigcletd.jpg,00069931230fb_sunaaeowapdkwzqpgqr.jpg,00892960530fa.jpg,sunalntxqqadigcletd.jpg,00069931230fb.jpg,sunaaeowapdkwzqpgqr.jpg,,,<,Place,0.4974329471588135,,,,1.0,,,1.0,,,1530914496.96481,1530914493.978606
312,152,KIRSTEN_LAST,Presentation,3,00749941201fa_sunaeuvjbmdpknaqqaj.jpg,00950960627fa_sunasrjlmglmjzbmqxb.jpg,00749941201fa.jpg,sunaeuvjbmdpknaqqaj.jpg,00950960627fa.jpg,sunasrjlmglmjzbmqxb.jpg,,,<,Place,0.3805859088897705,,,,1.0,,,1.0,,,1530914501.667641,1530914498.688949
313,153,KIRSTEN_LAST,Presentation,3,00129931230fb_sunaamsdyakblkfoydx.jpg,00609940928fa_sunacycdoztxoluxjyk.jpg,00129931230fb.jpg,sunaamsdyakblkfoydx.jpg,00609940928fa.jpg,sunacycdoztxoluxjyk.jpg,,,<,Place,1.6308939456939695,,,,1.0,,,1.0,,,1530914506.235242,1530914503.255636
314,154,KIRSTEN_LAST,Presentation,3,01003960627fb_sunbwdrdvsweerwsdrj.jpg,00296940422fa_sunabrwnslxalcohfre.jpg,01003960627fb.jpg,sunbwdrdvsweerwsdrj.jpg,00296940422fa.jpg,sunabrwnslxalcohfre.jpg,,,<,Place,0.31280088424682617,,,,1.0,,,1.0,,,1530914512.069556,1530914509.0878859
315,155,KIRSTEN_LAST,Presentation,3,00818940307fa_sunahpblecxtmuzkmxb.jpg,00938960627fa_sunaqyylsngywqzwfmx.jpg,00818940307fa.jpg,sunahpblecxtmuzkmxb.jpg,00938960627fa.jpg,sunaqyylsngywqzwfmx.jpg,,,<,Place,0.39725613594055176,,,,1.0,,,1.0,,,1530914516.571524,1530914513.594493
316,156,KIRSTEN_LAST,Presentation,3,00638941031fa_sunadfktsqjthoglcsm.jpg,00776941205fa_sunafxokyavhgptyfye.jpg,00638941031fa.jpg,sunadfktsqjthoglcsm.jpg,00776941205fa.jpg,sunafxokyavhgptyfye.jpg,,,<,Place,0.3132739067077637,,,,1.0,,,1.0,,,1530914521.1739,1530914518.1889482
317,157,KIRSTEN_LAST,Presentation,3,00905960530fa_sunanmoqeyprjjjfxjt.jpg,00097931230fa_sunaajayojuslbbnneg.jpg,00905960530fa.jpg,sunanmoqeyprjjjfxjt.jpg,00097931230fa.jpg,sunaajayojuslbbnneg.jpg,,,<,Place,0.2669010162353516,,,,1.0,,,1.0,,,1530914525.6921651,1530914522.710349
318,158,KIRSTEN_LAST,Presentation,3,00210940128fb_sunabanoxjtqxamkucc.jpg,00937960627fa_sunaqsolmfydodnakub.jpg,00210940128fb.jpg,sunabanoxjtqxamkucc.jpg,00937960627fa.jpg,sunaqsolmfydodnakub.jpg,,,<,Place,0.4963281154632568,,,,1.0,,,1.0,,,1530914530.1594849,1530914527.174877
319,159,KIRSTEN_LAST,Presentation,3,00766960620fa_sunafijbgncijwykrnl.jpg,00957960627fa_sunavhxgmgrqsaptynb.jpg,00766960620fa.jpg,sunafijbgncijwykrnl.jpg,00957960627fa.jpg,sunavhxgmgrqsaptynb.jpg,,,<,Place,0.5634040832519531,,,,1.0,,,1.0,,,1530914534.861604,1530914531.884002
320,200,KIRSTEN_LAST,Presentation,4,00810941205fa_sunahctntqrunhdxhtb.jpg,00589940928fa_sunacwggadqsfpovdjv.jpg,00810941205fa.jpg,sunahctntqrunhdxhtb.jpg,00589940928fa.jpg,sunacwggadqsfpovdjv.jpg,,,<,Face,0.7963531017303467,,,,0.0,,,3.0,,,1530914675.107207,1530914672.068368
321,201,KIRSTEN_LAST,Presentation,4,01004960627fa_sunbwtlihsuptkrckid.jpg,00909960530_sunaobtizabegtwfwul.jpg,01004960627fa.jpg,sunbwtlihsuptkrckid.jpg,00909960530.jpg,sunaobtizabegtwfwul.jpg,,,<,Face,0.3972709178924561,,,,1.0,,,1.0,,,1530914680.092299,1530914677.116039
322,202,KIRSTEN_LAST,Presentation,4,00290940422fa_sunabqowuarvqqcnipn.jpg,00972960627fa_sunbbfqwjpdxniyhies.jpg,00290940422fa.jpg,sunabqowuarvqqcnipn.jpg,00972960627fa.jpg,sunbbfqwjpdxniyhies.jpg,,,<,Face,0.8302900791168213,,,,1.0,,,1.0,,,1530914684.693473,1530914681.711867
323,203,KIRSTEN_LAST,Presentation,4,00815941205fa_sunahiphsekjihkafsl.jpg,00725941201fa_sunaefgzwiramypjvtd.jpg,00815941205fa.jpg,sunahiphsekjihkafsl.jpg,00725941201fa.jpg,sunaefgzwiramypjvtd.jpg,,,<,Face,0.4136011600494385,,,,1.0,,,1.0,,,1530914689.727981,1530914686.740715
324,204,KIRSTEN_LAST,Presentation,4,00785941205fa_sunaglqunwuycxydmyu.jpg,00847940307fa_sunaivdjruhkrfywfed.jpg,00785941205fa.jpg,sunaglqunwuycxydmyu.jpg,00847940307fa.jpg,sunaivdjruhkrfywfed.jpg,,,<,Face,0.5794088840484619,,,,1.0,,,1.0,,,1530914694.329329,1530914691.347877
325,205,KIRSTEN_LAST,Presentation,4,00884960530fa_sunakodkcslgqhqlgwl.jpg,00876960620fa_sunajwqkfsykceonyig.jpg,00884960530fa.jpg,sunakodkcslgqhqlgwl.jpg,00876960620fa.jpg,sunajwqkfsykceonyig.jpg,,,<,Face,0.38025808334350586,,,,0.0,,,1.0,,,1530914699.2307599,1530914696.249259
326,206,KIRSTEN_LAST,Presentation,4,00996960627fa_sunbpvgllfdejxcpjqp.jpg,00895960530fa_sunamczizlzavhzhpay.jpg,00996960627fa.jpg,sunbpvgllfdejxcpjqp.jpg,00895960530fa.jpg,sunamczizlzavhzhpay.jpg,,,<,Face,0.5465800762176514,,,,1.0,,,1.0,,,1530914703.816643,1530914700.828573
327,207,KIRSTEN_LAST,Presentation,4,00184940128fa_sunaavtbadenwnzeutj.jpg,00747941201fa_sunaeutbrtswvsozxyk.jpg,00184940128fa.jpg,sunaavtbadenwnzeutj.jpg,00747941201fa.jpg,sunaeutbrtswvsozxyk.jpg,,,<,Face,0.4132440090179443,,,,1.0,,,1.0,,,1530914708.5678349,1530914705.585956
328,208,KIRSTEN_LAST,Presentation,4,00123931230fb_sunaalcrrdbjgdztbiz.jpg,00922960627fa_sunapqkyghktgtosuuk.jpg,00123931230fb.jpg,sunaalcrrdbjgdztbiz.jpg,00922960627fa.jpg,sunapqkyghktgtosuuk.jpg,,,<,Face,0.5132789611816406,,,,1.0,,,1.0,,,1530914713.18598,1530914710.197885
329,209,KIRSTEN_LAST,Presentation,4,00093931230fa_sunaahwnmtqsrhocysw.jpg,00910960530fa_sunaofikylqtxphvdem.jpg,00093931230fa.jpg,sunaahwnmtqsrhocysw.jpg,00910960530fa.jpg,sunaofikylqtxphvdem.jpg,,,<,Face,0.42887306213378906,,,,1.0,,,1.0,,,1530914717.904607,1530914714.92311
330,250,KIRSTEN_LAST,Presentation,5,00869940307fa_sunajoveqhiprwqgoco.jpg,00634940928fa_sunadcphrizvfpljiqt.jpg,00869940307fa.jpg,sunajoveqhiprwqgoco.jpg,00634940928fa.jpg,sunadcphrizvfpljiqt.jpg,,,>,Face,0.4636030197143554,,,,1.0,,,3.0,,,1530914857.098995,1530914854.0505118
331,251,KIRSTEN_LAST,Presentation,5,01000960627fa_sunbvzmgrdvaakxusbu.jpg,01002960627fb_sunbwaafjdebjzttuvq.jpg,01000960627fa.jpg,sunbvzmgrdvaakxusbu.jpg,01002960627fb.jpg,sunbwaafjdebjzttuvq.jpg,,,>,Face,0.6651561260223389,,,,1.0,,,3.0,,,1530914861.749226,1530914858.775743
332,252,KIRSTEN_LAST,Presentation,5,00214940128fa_sunabbafjowbzcvbucc.jpg,00681941121fa_sunadqmjrhfjyuzyvdd.jpg,00214940128fa.jpg,sunabbafjowbzcvbucc.jpg,00681941121fa.jpg,sunadqmjrhfjyuzyvdd.jpg,,,>,Face,0.5644650459289551,,,,1.0,,,3.0,,,1530914866.618209,1530914863.628845
333,253,KIRSTEN_LAST,Presentation,5,00866940307fa_sunajbwkywmsqkldfml.jpg,00768941205fa_sunafkmnlytenlsywia.jpg,00866940307fa.jpg,sunajbwkywmsqkldfml.jpg,00768941205fa.jpg,sunafkmnlytenlsywia.jpg,,,>,Face,0.5305821895599365,,,,1.0,,,3.0,,,1530914871.386822,1530914868.399766
334,254,KIRSTEN_LAST,Presentation,5,00822940307fa_sunahqrxievfeusiqlt.jpg,00115931230fa_sunaakmxzhuceuiryah.jpg,00822940307fa.jpg,sunahqrxievfeusiqlt.jpg,00115931230fa.jpg,sunaakmxzhuceuiryah.jpg,,,>,Face,0.3473789691925049,,,,1.0,,,3.0,,,1530914876.1046581,1530914873.1303241
335,255,KIRSTEN_LAST,Presentation,5,00803941205fa_sunagvxkjokqimstxpe.jpg,00857940307fa_sunaiwfobocrruqznsv.jpg,00803941205fa.jpg,sunagvxkjokqimstxpe.jpg,00857940307fa.jpg,sunaiwfobocrruqznsv.jpg,,,>,Face,0.4130711555480957,,,,0.0,,,3.0,,,1530914880.657064,1530914877.66626
336,256,KIRSTEN_LAST,Presentation,5,00149931230fa_sunaauglwmctnkxyird.jpg,00131931230fb_sunaangbuylfvckqqoo.jpg,00149931230fa.jpg,sunaauglwmctnkxyird.jpg,00131931230fb.jpg,sunaangbuylfvckqqoo.jpg,,,>,Face,0.5631699562072754,,,,1.0,,,3.0,,,1530914885.275204,1530914882.291595
337,257,KIRSTEN_LAST,Presentation,5,00727941205fa_sunaeisnjeetzmkbuad.jpg,00746941201fa_sunaetydippjxikifsb.jpg,00727941205fa.jpg,sunaeisnjeetzmkbuad.jpg,00746941201fa.jpg,sunaetydippjxikifsb.jpg,,,>,Face,0.8132238388061523,,,,1.0,,,3.0,,,1530914890.1436028,1530914887.156431
338,258,KIRSTEN_LAST,Presentation,5,00557940519fa_sunachtuarilwyqnvjx.jpg,00745941205fa_sunaeouogqolxvggaoq.jpg,00557940519fa.jpg,sunachtuarilwyqnvjx.jpg,00745941205fa.jpg,sunaeouogqolxvggaoq.jpg,,,>,Face,0.4297759532928467,,,,1.0,,,3.0,,,1530914895.177669,1530914892.187201
339,259,KIRSTEN_LAST,Presentation,5,00211940128fa_sunabasphceswhwwqvv.jpg,00973960627fa_sunbbgtoeuzierkkajt.jpg,00211940128fa.jpg,sunabasphceswhwwqvv.jpg,00973960627fa.jpg,sunbbgtoeuzierkkajt.jpg,,,>,Face,0.3810288906097412,,,,1.0,,,3.0,,,1530914899.813383,1530914896.827241
340,300,KIRSTEN_LAST,Presentation,6,00720960620fa_sunaecpkgfewqqreqwe.jpg,00858940307fa_sunaixpqndlwhwjtjek.jpg,00720960620fa.jpg,sunaecpkgfewqqreqwe.jpg,00858940307fa.jpg,sunaixpqndlwhwjtjek.jpg,,,>,Face,0.44729018211364746,,,,1.0,,,3.0,,,1530915096.508873,1530915093.4759119
341,301,KIRSTEN_LAST,Presentation,6,00878960530fa_sunakgbnzxmfohgehnu.jpg,00889960530fa_sunaletopenvvozhpxc.jpg,00878960530fa.jpg,sunakgbnzxmfohgehnu.jpg,00889960530fa.jpg,sunaletopenvvozhpxc.jpg,,,>,Face,0.3140900135040283,,,,1.0,,,3.0,,,1530915101.14404,1530915098.166207
342,302,KIRSTEN_LAST,Presentation,6,00675941121fa_sunadoxcchtmsxewsau.jpg,00061931230fb_sunaaekxzjzrfgtkwjf.jpg,00675941121fa.jpg,sunadoxcchtmsxewsau.jpg,00061931230fb.jpg,sunaaekxzjzrfgtkwjf.jpg,,,>,Face,0.3632779121398926,,,,1.0,,,3.0,,,1530915105.746197,1530915102.768732
343,303,KIRSTEN_LAST,Presentation,6,00670941121fa_sunadochqcucscehsgk.jpg,00559940519fa_sunacjkmnpawfzbyvae.jpg,00670941121fa.jpg,sunadochqcucscehsgk.jpg,00559940519fa.jpg,sunacjkmnpawfzbyvae.jpg,,,>,Face,0.5303828716278076,,,,0.0,,,3.0,,,1530915110.297285,1530915107.319583
344,304,KIRSTEN_LAST,Presentation,6,00532960627fa_sunaccdtpgenvcbcbcf.jpg,00208940128fa_sunaazzyhbvqjpmazjq.jpg,00532960627fa.jpg,sunaccdtpgenvcbcbcf.jpg,00208940128fa.jpg,sunaazzyhbvqjpmazjq.jpg,,,>,Face,0.3296809196472168,,,,1.0,,,3.0,,,1530915115.015878,1530915112.0267801
345,305,KIRSTEN_LAST,Presentation,6,00760960620fa_sunaffstbkappprzxnv.jpg,00147931230fb_sunaatpkocdkocwxpkb.jpg,00760960620fa.jpg,sunaffstbkappprzxnv.jpg,00147931230fb.jpg,sunaatpkocdkocwxpkb.jpg,,,>,Face,0.3303561210632324,,,,1.0,,,3.0,,,1530915119.533827,1530915116.558214
346,306,KIRSTEN_LAST,Presentation,6,00077931230fb_sunaafgqutfaishsxyu.jpg,00809960620fa_sunahbvlpavurqoxdeq.jpg,00077931230fb.jpg,sunaafgqutfaishsxyu.jpg,00809960620fa.jpg,sunahbvlpavurqoxdeq.jpg,,,>,Face,0.3963720798492432,,,,1.0,,,3.0,,,1530915124.0683448,1530915121.088098
347,307,KIRSTEN_LAST,Presentation,6,00138931230fa_sunaapfaivxqoynnwwp.jpg,00633940928fa_sunadbhmrgrrpyzglxs.jpg,00138931230fa.jpg,sunaapfaivxqoynnwwp.jpg,00633940928fa.jpg,sunadbhmrgrrpyzglxs.jpg,,,>,Face,0.4292309284210205,,,,1.0,,,3.0,,,1530915128.65336,1530915125.6741948
348,308,KIRSTEN_LAST,Presentation,6,00264940128fb_sunabjzyxcjnmztdonj.jpg,00986960627fa_sunbgzjryivyczuvkvm.jpg,00264940128fb.jpg,sunabjzyxcjnmztdonj.jpg,00986960627fa.jpg,sunbgzjryivyczuvkvm.jpg,,,>,Face,0.6293590068817139,,,,1.0,,,3.0,,,1530915133.272537,1530915130.2938359
349,309,KIRSTEN_LAST,Presentation,6,00498960627fa_sunabzjxlmkwnwzimua.jpg,00987960627fa_sunbloeoiozwjjsiamp.jpg,00498960627fa.jpg,sunabzjxlmkwnwzimua.jpg,00987960627fa.jpg,sunbloeoiozwjjsiamp.jpg,,,>,Face,0.5467419624328613,,,,1.0,,,3.0,,,1530915138.1070929,1530915135.119725
